"Account Name","Vertical","Status","ABC ID","Date"
"Coggin Nissan at the Avenues","US Automotive","Tracking","","12/05/2012 09:51 PM"
"Coggin Toyota at the Avenues","US Automotive","Tracking","","12/05/2012 09:54 PM"
"Cogswell Motors","US Automotive","Tracking","","06/23/2015 06:18 AM"
"Cohasset Imports, Inc","US Automotive","Cancelled","","03/01/2016 08:42 AM"
"Colby Grossman, MD","Medical","Cancelled","","05/09/2013 06:36 AM"
"Cold Brook Mitsubishi","US Automotive","Deploying","","02/29/2016 07:54 AM"
"Cole Buick GMC Cadillac","US Automotive","Deploying","","05/08/2016 04:44 PM"
"Cole Honda","US Automotive","Cancelled","","08/31/2015 09:49 AM"
"Cole Kia","US Automotive","Cancelled","","08/31/2015 09:50 AM"
"Coleman American Moving Services","Moving Companies","Tracking","","04/26/2012 08:24 PM"
"Coleman American Moving Services, Inc","Moving Companies","Tracking","","04/26/2012 08:24 PM"
"Coleman American Of Florida, LLC","Moving Companies","Tracking","","04/26/2012 08:23 PM"
"Coleman Buick GMC","US Automotive","Tracking","","01/14/2015 08:06 PM"
"Cole Nissan","US Automotive","Cancelled","","08/31/2015 09:51 AM"
"COLE NISSAN","US Automotive","Deploying","","05/08/2016 04:27 PM"
"Colerain RV","Powersports","Tracking","","09/06/2012 08:06 PM"
"Cole Subaru","US Automotive","Cancelled","","08/31/2015 09:52 AM"
"Collection Buick GMC of Beachwood","US Automotive","Live","","02/19/2015 08:26 AM"
"Collection Motorsports","US Automotive","Deploying","","10/27/2014 01:32 AM"
"College Chevrolet","US Automotive","Tracking","","04/03/2014 06:55 PM"
"College Hills Honda","US Automotive","Tracking","","06/24/2014 06:24 AM"
"College Inn Seattle","Hotels","Cancelled","","11/05/2015 06:45 AM"
"College Park Honda","US Automotive","Cancelled","","08/03/2015 01:48 AM"
"Collier RV Super Center","Powersports","Tracking","","09/06/2012 08:04 PM"
"Collins Hotel","Hotels","Cancelled","","11/05/2015 06:49 AM"
"COLONIAL AUTO CENTER","US Automotive","Tracking","","10/29/2013 08:28 PM"
"Colonial Buick Pontiac GMC","US Automotive","Tracking","",""
"Colonial Chevrolet Body Shop","US Automotive","Tracking","",""
"Colonial Chevrolet of Acton","US Automotive","Cancelled","","03/16/2015 05:40 AM"
"Colonial Chrysler Jeep Dodge","US Automotive","Tracking","",""
"Colonial Family Practice - Broad St","Medical","Cancelled","","05/09/2013 06:31 AM"
"Colonial Family Practice - Devine St","Medical","Cancelled","","05/09/2013 06:31 AM"
"Colonial Family Practice - Sumter","Medical","Cancelled","","05/09/2013 06:31 AM"
"Colonial Family Practice - Wesmark","Medical","Cancelled","","05/09/2013 06:31 AM"
"Colonial Ford","US Automotive","Tracking","",""
"Colonial Ford - Plymouth","US Automotive","Tracking","",""
"COLONIAL HONDA","US Automotive","Tracking","","10/29/2013 08:15 PM"
"Colonial Inn Kingsport","Hotels","Cancelled","","11/05/2015 06:57 AM"
"COLONIAL KIA","US Automotive","Tracking","","10/29/2013 08:19 PM"
"Colonial Mazda","US Automotive","Tracking","",""
"Colonial Motel","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Colonial Motel Melbourne","Hotels","Cancelled","","11/05/2015 07:02 AM"
"Colonial Neurology","Medical","Cancelled","","05/09/2013 06:31 AM"
"Colonial Nissan","US Automotive","Live","","10/23/2012 06:34 AM"
"Colonial Nissan of Medford","US Automotive","Tracking","",""
"Colonial Pediatrics","Medical","Cancelled","","05/09/2013 06:31 AM"
"Colonial South Chevrolet","US Automotive","Tracking","",""
"Colonial South Chrysler Jeep Dodge","US Automotive","Tracking","","03/23/2014 06:30 AM"
"Colonial Subaru","US Automotive","Tracking","",""
"Colonial Toyota Scion","US Automotive","Tracking","",""
"Colonial Volkswagen","US Automotive","Tracking","",""
"Colonial Volkswagen of Medford","US Automotive","Tracking","",""
"Colonial West Chevrolet","US Automotive","Tracking","",""
"Colony Inn Colton","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Colton Inn Colton","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Colton RV","Powersports","Live","","09/17/2013 03:23 AM"
"Columbia Ford","US Automotive","Tracking","","02/06/2014 06:35 PM"
"Columbiana Cadillac Buick Chevrolet","US Automotive","Live","","01/28/2016 07:04 AM"
"Comfort Fredericksburg","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Comfort Hotel & Suites Downtown Montreal","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Comfort inn","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Comfort Inn","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Comfort Inn AbingdonVA","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Comfort Inn Aikens Center Martinsburg WV","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Comfort Inn Airport Bloomington","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Comfort Inn Airport SLC","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Comfort Inn Anaheim","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Comfort Inn and Suites Farmington","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Comfort Inn and Suites Greeley, CO","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Comfort Inn and Suites Lamplighter Morro Bay","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Comfort Inn and Suites Myrtle Beach","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Comfort Inn and Suites San Antonio JWH - 9252781","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn and Suites San Bruno","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Comfort Inn and Suites San Francisco Airport North","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Comfort Inn and Suites Walterboro","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Comfort Inn Annapolis","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Comfort Inn Apex (Apex, NC)","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Comfort Inn Arkadelphia","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Comfort Inn at Atlantic Beach","Hotels","Cancelled","","11/05/2015 06:44 AM"
"Comfort Inn at Joint Base Andrews Clinton","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Comfort Inn Atlanta","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Comfort inn at the harbor","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Comfort Inn at Thousand Hills Branson","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Comfort Inn Auburn","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Comfort Inn Auburn MA","Hotels","Cancelled","","11/05/2015 06:44 AM"
"Comfort Inn Aurora - 56688570","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Comfort Inn Ballston Arlington","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Comfort Inn Bangor","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Comfort Inn Bangor ME","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Comfort Inn Bartonsville","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn Batavia","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Comfort Inn Beach","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Comfort Inn Beach/Boardwalk Area","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Comfort Inn Beachside (Saint Ignace, MI)","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Comfort Inn Beaverton 13593001","Hotels","Cancelled","","11/05/2015 06:44 AM"
"Comfort Inn Berkeley, MO","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Comfort Inn Biltmore West Asheville","Hotels","Cancelled","","11/05/2015 07:02 AM"
"Comfort Inn Binghamton","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Comfort Inn Birch Run  MI","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Comfort Inn Bishop","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Comfort Inn  Bishop","Hotels","Cancelled","","11/05/2015 06:50 AM"
"Comfort Inn  Bismarck","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Comfort Inn Boardwalk","Hotels","Cancelled","","11/05/2015 06:50 AM"
"Comfort Inn Boise ID","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Comfort Inn Boston - 9209513","Hotels","Cancelled","","05/02/2013 09:43 AM"
"Comfort Inn Bradenton","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Comfort Inn Brunswick - 61859919","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Comfort Inn Butte","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Comfort Inn Butte - 9217661","Hotels","Cancelled","","11/05/2015 06:50 AM"
"Comfort Inn By the Bay","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Comfort Inn by the Bay San Francisco","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Comfort Inn - Cambridge","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Comfort Inn - Canton","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn Canton - 66428368","Hotels","Cancelled","","02/12/2015 05:34 AM"
"Comfort Inn Cape Cod","Hotels","Cancelled","","11/05/2015 06:44 AM"
"Comfort Inn Capital Ave","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Comfort Inn Capital City Mechanicsburg - 53502602","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Comfort Inn/Carowinds Fort Mill","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Comfort Inn Casa Grande","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn Century Boulevard  Inglewood, CA","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Comfort Inn Charlotte","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn Charlotte MI","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Comfort Inn Charlottesville","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Comfort Inn Chattanooga","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Comfort Inn Chelsea New York","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Comfort Inn Chesapeake - 54351543","Hotels","Cancelled","","01/05/2015 05:56 AM"
"Comfort Inn Cheyenne - 9268505","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Comfort inn Colby","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Comfort Inn  Collinsville Illinois","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Comfort Inn Colorado Springs","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Comfort Inn Colorado Springs South - 70282015","Hotels","Cancelled","","03/19/2015 07:21 AM"
"Comfort Inn Columbus","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Comfort Inn Conyers","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Comfort inn Cookeville","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Comfort Inn Cordelia","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Comfort Inn Corsicana","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn Cortland","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Comfort Inn Corydon 53727191","Hotels","Cancelled","","12/04/2013 08:58 AM"
"Comfort Inn Cottage Grove - 2776953","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Comfort Inn Crawfordsville","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn Creek","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Comfort Inn Creek, MI","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Comfort Inn Creswell","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Comfort Inn Danvers - 9209951","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Comfort Inn Darien - 9194649","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Comfort Inn Deleware","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Comfort Inn Denton","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Comfort Inn Denton - 53437994","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Comfort Inn - Dickinson","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Comfort Inn Dickson","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Comfort Inn Dickson - 9250436","Hotels","Cancelled","","03/27/2015 09:04 AM"
"Comfort Inn Douglasville GA","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Comfort Inn Downtown Memphis","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Comfort Inn Downtown Salt Lake City","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Comfort Inn Dulles International Airport","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Comfort Inn Dunn","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Comfort Inn Eagle","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn Easton","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Comfort Inn East Syracuse","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Comfort Inn East Wichita","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Comfort Inn East Windsor - 9178382","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Comfort Inn  Edison","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Comfort Inn - Effingham, IL","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Comfort Inn El Paso","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Comfort Inn Endid Oklahoma","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Comfort Inn Erie - 66281685","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Comfort Inn Escondido","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Comfort Inn Essington","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Comfort Inn Estes Park","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Comfort Inn Estes Park CO","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Comfort Inn Executive Park Charlotte -  9268687","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Comfort Inn Fallon - 53780661","Hotels","Cancelled","","03/27/2015 03:29 AM"
"Comfort Inn Farmington Hills","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Comfort Inn Fayetteville","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Comfort Inn Fayetteville NC","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn Federal Way","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Comfort Inn Fiesta JWH San Antonio 2","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn Fiesta JWH San Antonio - 9258032","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn Flint MI","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Comfort Inn Fontana","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Comfort Inn Fort Collins","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Comfort Inn Fort Collins - 53816556","Hotels","Cancelled","","11/05/2015 06:59 AM"
"COMFORT inn Fort Lauderdale","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Comfort inn Fort Myers","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Comfort Inn Fort Walton","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Comfort Inn Foxboro MA","Hotels","Cancelled","","11/05/2015 06:44 AM"
"Comfort Inn Frederick","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn Fresno CA","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Comfort Inn Gainesville","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Comfort Inn Gainesville - 72805220","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Comfort Inn Gaslamp","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Comfort Inn Gatlinburg","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Comfort Inn Goodland, KS","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Comfort Inn Grand Blanc","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Comfort Inn Great Barrington","US Automotive","Tracking","",""
"Comfort Inn Greenfield","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Comfort Inn Greensboro","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Comfort Inn Greenville","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Comfort Inn - Grove City","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Comfort Inn Guilford CT","Hotels","Cancelled","","11/05/2015 06:44 AM"
"Comfort Inn  Gunnison","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Comfort Inn Hadley MA","Hotels","Cancelled","","11/05/2015 06:44 AM"
"Comfort Inn Hammond","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Comfort Inn - Hanford","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Comfort Inn Harrisonburg","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Comfort Inn Hawthorne","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Comfort Inn Hazleton","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort inn Helena","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Comfort Inn Hendersonville","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Comfort inn Hillsboro","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Comfort Inn Hollywood - 9172079","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn Hollywood - 972079","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn Hornel","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn Hotel Grain Valley MO","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Comfort Inn Huntersville","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Comfort Inn Hyannis","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn I-40 East Little Rock","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Comfort Inn I-90","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Comfort Inn I-90 Rapid City","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Comfort Inn (Imperial)","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Comfort Inn Inglewood","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Comfort Inn Ironwood MI","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Comfort Inn Irving","Hotels","Cancelled","","11/05/2015 06:50 AM"
"Comfort Inn Jackson","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Comfort Inn Jefferson","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Comfort Inn Jerome ID","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Comfort Inn Jessup - 9211234","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Comfort Inn Kalamazoo MI","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Comfort Inn Kanab","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Comfort Inn Kansas City","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Comfort Inn Kansas CIty MO","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Comfort Inn Kelso","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Comfort Inn Kennesaw","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Comfort Inn Kennewick - 53663174","Hotels","Cancelled","","07/24/2013 08:32 AM"
"Comfort Inn Kill Devil Hills","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn King of Prussia","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Comfort Inn - Lacey","Hotels","Cancelled","","11/05/2015 06:45 AM"
"comfort inn Lantana","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn Latham","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Comfort Inn Layton - 9259617","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Comfort Inn Lebanon Valley","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Comfort Inn Lees Summit MO","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Comfort Inn Lehigh Valley Allentown","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Comfort Inn Lewiston","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Comfort Inn Lincolnton 53695951","Hotels","Cancelled","","01/02/2014 06:12 AM"
"Comfort Inn Little Rock","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Comfort Inn Livonia MI","Hotels","Cancelled","","11/05/2015 06:47 AM"
"comfort inn logan","Hotels","Cancelled","","11/05/2015 07:02 AM"
"Comfort Inn Long Beach","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Comfort Inn Los Alamos","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Comfort Inn Los Angeles","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Comfort Inn Loveland","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Comfort Inn Macon - 9194841","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Comfort Inn Manitou Springs","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Comfort Inn Mansfield - 66518507","Hotels","Cancelled","","01/05/2015 05:40 AM"
"Comfort Inn Marie","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Comfort Inn Mariposa CA","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Comfort Inn Merced","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Comfort Inn Metro Airport (Romulus, MI)","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Comfort Inn Middletown","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Comfort Inn Midlothian","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Comfort Inn Mifflinville","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Comfort Inn Miles City","Hotels","Cancelled","","11/05/2015 06:49 AM"
